venda_id,data_venda,cliente_id,produto_id,quantidade,preco_total
51769,2023-03-11 16:03:00,1242,127,4,741.72
51770,2023-04-30 08:15:00,1689,212,5,2497.75
51771,2023-10-12 10:11:00,1023,279,2,357.22
51772,2023-10-28 06:32:00,1803,297,2,1177.52
51773,2023-07-17 04:02:00,1004,133,4,2016.56
51774,2023-11-18 22:38:00,1210,234,5,2467.05
51775,2023-01-22 05:43:00,1861,109,1,421.83
51776,2023-03-14 14:06:00,1645,180,1,878.32
51777,2023-10-27 21:01:00,1284,252,4,2091.12
51778,2023-08-28 07:51:00,1625,218,1,991.16
51779,2023-11-20 09:20:00,1216,271,4,477.64
51780,2023-02-21 16:48:00,1425,295,1,754.19
51781,2023-07-06 17:51:00,1801,135,4,1005.8
51782,2023-02-01 03:15:00,1420,207,5,3226.75
51783,2023-05-24 21:57:00,1385,170,1,563.96
51784,2023-03-01 12:43:00,1329,161,1,358.18
51785,2023-09-16 23:04:00,1905,124,5,4791.85
51786,2023-08-15 00:18:00,1209,191,5,2581.05
51787,2023-04-13 18:35:00,1907,268,4,757.72
51788,2023-09-27 01:56:00,1481,208,1,83.76
51789,2023-01-08 09:20:00,1489,159,2,1919.0
51790,2023-02-21 12:38:00,1791,196,2,1777.68
51791,2023-08-20 02:26:00,1339,162,2,441.46
51792,2023-11-23 03:20:00,1022,265,3,2161.98
51793,2023-08-28 17:17:00,1417,102,4,1319.2
51794,2023-05-14 23:11:00,1035,269,1,939.26
51795,2023-01-02 16:51:00,1500,126,2,902.22
51796,2023-10-29 23:07:00,1556,180,3,2634.96
51797,2023-09-25 00:58:00,1569,168,3,2665.89
51798,2023-10-28 06:54:00,1085,112,2,985.48
51799,2023-04-26 15:08:00,1624,138,5,754.85
51800,2023-05-21 16:25:00,1259,260,4,3286.08
51801,2023-12-11 14:01:00,1126,293,1,765.55
51802,2023-05-07 08:42:00,1582,229,5,519.1
51803,2023-11-04 04:10:00,1263,263,5,1338.85
51804,2023-10-09 01:15:00,1210,252,4,2091.12
51805,2023-06-23 07:01:00,1335,193,5,4083.15
51806,2023-09-10 13:14:00,1757,210,1,751.16
51807,2023-02-25 22:18:00,1797,266,4,443.28
51808,2023-09-02 21:40:00,1487,234,2,986.82
51809,2023-04-08 13:13:00,1998,259,4,3769.32
51810,2023-05-15 02:41:00,1861,263,3,803.31
51811,2023-01-07 06:46:00,1092,271,2,238.82
51812,2023-06-23 06:43:00,1935,157,5,258.9
51813,2023-12-06 14:03:00,1447,114,5,61.35
51814,2023-11-05 04:53:00,1231,267,5,2549.15
51815,2023-09-30 12:38:00,1160,187,5,1409.75
51816,2023-04-26 14:30:00,1121,152,4,641.68
51817,2023-09-19 08:44:00,1589,159,4,3838.0
51818,2023-02-19 22:57:00,1375,214,5,64.15
51819,2023-02-08 21:42:00,1142,105,1,450.69
51820,2023-12-11 07:53:00,1589,216,3,721.5
51821,2023-06-24 23:02:00,1765,136,1,381.67
51822,2023-09-03 22:44:00,1270,157,1,51.78
51823,2023-01-03 04:38:00,1625,241,5,4596.15
51824,2023-04-19 05:34:00,1020,236,2,1869.92
51825,2023-07-09 17:51:00,1097,111,5,70.55
51826,2023-12-18 09:28:00,1296,195,4,2269.52
51827,2023-07-12 20:12:00,1160,197,4,2476.08
51828,2023-02-15 14:55:00,1481,178,4,1572.84
51829,2023-04-14 03:22:00,1633,164,5,88.55
51830,2023-12-10 01:06:00,1765,121,5,1870.0
51831,2023-04-04 00:50:00,1967,237,4,685.8
51832,2023-04-19 19:53:00,1225,285,2,1932.14
51833,2023-07-13 06:37:00,1645,192,1,345.66
51834,2023-07-31 17:06:00,1560,115,2,326.04
51835,2023-11-10 12:43:00,1438,270,3,1769.85
51836,2023-12-22 22:01:00,1590,163,2,253.16
51837,2023-01-29 23:30:00,1282,184,5,3337.9
51838,2023-02-13 13:34:00,1821,272,1,819.03
51839,2023-03-04 02:45:00,1138,198,5,826.85
51840,2023-10-29 06:37:00,1583,289,2,1139.58
51841,2023-01-27 08:08:00,1775,281,2,977.6
51842,2023-10-14 07:36:00,1217,293,1,765.55
51843,2023-12-04 03:43:00,1708,170,5,2819.8
51844,2023-12-13 23:59:00,1769,286,5,3747.95
51845,2023-09-16 14:20:00,1262,258,2,90.62
51846,2023-05-01 16:01:00,1718,176,1,78.06
51847,2023-10-20 01:02:00,1586,252,5,2613.9
51848,2023-01-02 21:19:00,1160,132,2,387.36
51849,2023-11-17 21:22:00,1815,161,2,716.36
51850,2023-01-08 04:11:00,1198,276,1,775.63
51851,2023-12-15 08:59:00,1232,231,5,3883.8
51852,2023-02-02 02:49:00,1428,165,5,765.15
51853,2023-04-30 16:45:00,1491,275,3,1962.54
51854,2023-07-09 06:33:00,1404,118,1,25.74
51855,2023-05-26 11:42:00,1343,291,5,2081.35
51856,2023-06-05 20:24:00,1943,147,3,2794.95
51857,2023-12-21 18:40:00,1232,192,2,691.32
51858,2023-12-30 03:07:00,1299,128,2,1269.84
51859,2023-02-17 05:57:00,1423,273,1,425.91
51860,2023-07-21 05:54:00,1256,289,5,2848.95
51861,2023-08-15 00:24:00,1330,254,2,216.98
51862,2023-10-23 08:09:00,1692,294,4,1570.28
51863,2023-04-21 12:01:00,1729,210,5,3755.8
51864,2023-01-11 11:43:00,1375,199,2,71.5
51865,2023-04-20 21:51:00,1473,253,1,495.13
51866,2023-06-20 00:59:00,1043,285,1,966.07
51867,2023-04-13 14:13:00,1213,233,5,4812.4
51868,2023-09-27 11:59:00,1280,228,5,3529.05
51869,2023-07-13 16:53:00,1202,242,3,1840.23
51870,2023-06-27 13:16:00,1189,118,5,128.7
51871,2023-08-01 12:45:00,1081,254,1,108.49
51872,2023-02-01 16:06:00,1313,286,1,749.59
51873,2023-03-23 11:05:00,1644,292,2,1958.14
51874,2023-07-11 08:07:00,1907,274,2,1694.66
51875,2023-04-23 23:38:00,1611,126,1,451.11
51876,2023-08-04 02:08:00,1305,111,1,14.11
51877,2023-12-01 00:28:00,1242,128,4,2539.68
51878,2023-12-19 11:58:00,1337,166,5,2601.1
51879,2023-08-30 11:38:00,1049,252,1,522.78
51880,2023-11-28 13:58:00,1796,288,4,3898.72
51881,2023-09-07 05:29:00,1102,224,1,365.76
51882,2023-11-18 14:54:00,1468,166,3,1560.66
51883,2023-05-13 07:21:00,1288,142,4,945.24
51884,2023-01-11 23:22:00,1051,262,1,610.64
51885,2023-02-09 06:11:00,1521,284,2,358.28
51886,2023-05-07 23:09:00,1344,101,3,492.06
51887,2023-09-18 01:30:00,1955,130,4,1799.2
51888,2023-03-02 11:43:00,1246,248,1,671.15
51889,2023-12-18 12:06:00,1971,149,1,961.16
51890,2023-04-09 13:05:00,1455,223,4,3268.2
51891,2023-12-19 14:26:00,1815,204,3,690.48
51892,2023-03-25 10:11:00,1561,166,1,520.22
51893,2023-10-04 18:12:00,1655,278,4,3768.4
51894,2023-01-15 22:29:00,1359,263,5,1338.85
51895,2023-01-31 22:15:00,1220,232,3,398.46
51896,2023-05-28 06:57:00,1754,293,4,3062.2
51897,2023-10-14 19:18:00,1106,289,4,2279.16
51898,2023-05-15 13:48:00,1821,127,4,741.72
51899,2023-06-16 03:18:00,1632,271,3,358.23
51900,2023-12-18 05:58:00,1331,178,4,1572.84
51901,2023-09-19 06:39:00,1909,202,5,600.1
51902,2023-12-15 01:16:00,1772,189,2,1538.36
51903,2023-01-21 21:25:00,1566,250,5,2123.35
51904,2023-12-02 04:35:00,1328,215,3,697.11
51905,2023-01-21 15:52:00,1613,233,4,3849.92
51906,2023-03-01 19:56:00,1142,200,1,677.73
51907,2023-01-12 03:32:00,1911,160,3,675.9
51908,2023-09-19 21:31:00,1675,270,3,1769.85
51909,2023-02-16 13:40:00,1582,286,1,749.59
51910,2023-10-21 06:41:00,1658,264,2,731.22
51911,2023-07-31 15:23:00,1120,127,3,556.29
51912,2023-07-14 11:34:00,1955,223,5,4085.25
51913,2023-06-10 17:34:00,1476,140,3,519.39
51914,2023-05-10 08:51:00,1175,122,1,335.17
51915,2023-03-14 19:36:00,1599,202,5,600.1
51916,2023-01-21 02:21:00,1411,287,5,3273.5
51917,2023-09-26 16:44:00,1447,174,3,1619.76
51918,2023-12-13 09:37:00,1123,274,5,4236.65
51919,2023-12-16 03:23:00,1137,240,1,630.76
51920,2023-06-11 14:40:00,1339,271,3,358.23
51921,2023-02-11 18:49:00,1620,136,3,1145.01
51922,2023-01-29 19:36:00,1718,213,2,372.32
51923,2023-04-12 19:12:00,1803,300,3,805.98
51924,2023-09-05 04:15:00,1037,129,2,388.18
51925,2023-10-20 23:25:00,1441,180,5,4391.6
51926,2023-08-22 13:53:00,1638,223,5,4085.25
51927,2023-08-25 02:44:00,1484,272,5,4095.15
51928,2023-05-15 23:49:00,1082,232,1,132.82
51929,2023-04-15 11:30:00,1323,187,5,1409.75
51930,2023-03-13 06:27:00,1302,174,5,2699.6
51931,2023-05-14 18:18:00,1688,206,5,1812.6
51932,2023-07-18 13:59:00,1909,201,1,929.16
51933,2023-09-22 01:14:00,1319,160,2,450.6
51934,2023-09-27 01:41:00,1590,109,5,2109.15
51935,2023-10-16 02:48:00,1925,148,4,1881.96
51936,2023-11-09 16:09:00,1184,119,2,550.58
51937,2023-04-12 12:42:00,1105,203,2,237.1
51938,2023-09-06 07:36:00,1547,131,4,539.08
51939,2023-01-19 23:21:00,1481,260,1,821.52
51940,2023-10-13 07:46:00,1231,102,5,1649.0
51941,2023-08-19 15:23:00,1566,300,1,268.66
51942,2023-01-02 05:53:00,1314,193,4,3266.52
51943,2023-11-10 22:43:00,1286,142,2,472.62
51944,2023-01-09 16:21:00,1990,262,1,610.64
51945,2023-12-11 13:32:00,1622,147,2,1863.3
51946,2023-10-08 20:47:00,1177,238,4,374.52
51947,2023-08-26 18:28:00,1726,191,4,2064.84
51948,2023-12-07 12:25:00,1019,165,1,153.03
51949,2023-11-11 20:18:00,1343,112,2,985.48
51950,2023-04-23 04:25:00,1779,180,4,3513.28
51951,2023-01-04 18:04:00,1190,180,2,1756.64
51952,2023-04-05 16:21:00,1287,293,4,3062.2
51953,2023-08-21 02:19:00,1843,139,3,1459.77
51954,2023-02-20 03:09:00,1882,271,3,358.23
51955,2023-01-18 07:01:00,1565,281,3,1466.4
51956,2023-07-05 10:00:00,1667,243,3,386.82
51957,2023-02-18 03:04:00,1028,218,2,1982.32
51958,2023-07-28 22:52:00,1953,298,2,1122.7
51959,2023-12-09 19:32:00,1420,224,2,731.52
51960,2023-08-02 07:57:00,1885,182,3,785.82
51961,2023-01-11 21:42:00,1343,108,4,3566.24
51962,2023-09-02 03:41:00,1539,205,5,4614.0
51963,2023-11-08 05:56:00,1249,248,2,1342.3
51964,2023-07-27 10:43:00,1544,106,1,462.97
51965,2023-12-05 01:49:00,1821,190,3,2980.83
51966,2023-04-04 11:45:00,1897,287,2,1309.4
51967,2023-11-24 17:54:00,1911,116,2,519.34
51968,2023-03-08 09:55:00,1733,108,3,2674.68
51969,2023-09-21 07:21:00,1407,286,5,3747.95
51970,2023-07-13 07:16:00,1692,278,5,4710.5
51971,2023-01-11 05:29:00,1179,243,2,257.88
51972,2023-04-22 08:30:00,1160,189,2,1538.36
51973,2023-09-08 20:45:00,1296,300,5,1343.3
51974,2023-09-16 07:26:00,1014,218,3,2973.48
51975,2023-01-29 14:19:00,1791,156,2,1207.98
51976,2023-12-10 19:44:00,1186,132,3,581.04
51977,2023-10-02 21:37:00,1794,180,3,2634.96
51978,2023-08-06 03:45:00,1322,119,1,275.29
51979,2023-03-26 23:20:00,1190,266,3,332.46
51980,2023-07-16 10:39:00,1769,254,5,542.45
51981,2023-07-17 22:41:00,1772,204,4,920.64
51982,2023-10-22 03:35:00,1395,202,2,240.04
51983,2023-03-06 11:11:00,1105,231,5,3883.8
51984,2023-05-02 07:10:00,1839,201,3,2787.48
51985,2023-09-06 05:08:00,1327,181,5,2895.6
51986,2023-01-03 16:59:00,1708,247,4,2095.44
51987,2023-08-13 17:23:00,1538,139,1,486.59
51988,2023-01-23 21:18:00,1312,278,1,942.1
51989,2023-11-29 20:47:00,1500,148,4,1881.96
51990,2023-02-20 21:18:00,1791,186,1,589.11
51991,2023-01-07 20:12:00,1097,188,2,1635.62
51992,2023-05-07 23:13:00,1885,238,2,187.26
51993,2023-01-05 19:57:00,1529,275,3,1962.54
51994,2023-02-12 20:43:00,1592,193,1,816.63
51995,2023-04-28 02:25:00,1907,213,1,186.16
51996,2023-12-20 07:05:00,1623,215,5,1161.85
51997,2023-02-06 00:48:00,1681,121,1,374.0
51998,2023-08-07 13:02:00,1561,166,2,1040.44
51999,2023-07-02 05:07:00,1555,190,2,1987.22
52000,2023-06-28 09:43:00,1212,153,4,303.04
52001,2023-08-11 06:05:00,1210,101,2,328.04
52002,2023-06-30 17:44:00,1631,220,1,481.72
52003,2023-08-24 23:30:00,1185,191,2,1032.42
52004,2023-04-06 20:56:00,1622,225,3,1944.12
52005,2023-08-05 13:34:00,1561,165,2,306.06
52006,2023-03-27 07:58:00,1868,150,3,723.03
52007,2023-08-07 05:13:00,1232,180,5,4391.6
52008,2023-03-03 08:20:00,1173,276,2,1551.26
52009,2023-01-08 15:59:00,1499,216,2,481.0
52010,2023-01-19 11:50:00,1400,277,1,562.02
52011,2023-04-27 18:15:00,1488,299,4,1326.08
52012,2023-12-01 21:52:00,1313,153,4,303.04
52013,2023-01-06 08:23:00,1968,298,1,561.35
52014,2023-06-27 13:29:00,1060,216,1,240.5
52015,2023-05-14 11:00:00,1248,214,3,38.49
52016,2023-04-24 22:31:00,1708,185,2,1144.16
52017,2023-01-22 23:13:00,1302,149,1,961.16
52018,2023-11-25 02:51:00,1346,228,5,3529.05
52019,2023-01-19 05:15:00,1140,118,2,51.48
52020,2023-04-26 22:17:00,1468,147,3,2794.95
52021,2023-02-20 22:56:00,1812,159,2,1919.0
52022,2023-01-02 01:21:00,1953,117,1,878.33
52023,2023-09-01 08:05:00,1969,170,3,1691.88
52024,2023-12-08 06:32:00,1088,265,5,3603.3
52025,2023-03-13 18:04:00,1186,178,1,393.21
52026,2023-09-23 03:01:00,1353,197,5,3095.1
52027,2023-03-09 09:06:00,1017,235,5,2800.45
52028,2023-05-20 20:18:00,1476,238,4,374.52
52029,2023-03-22 23:37:00,1751,221,2,1976.36
52030,2023-03-03 12:03:00,1438,239,1,543.15
52031,2023-11-28 18:52:00,1028,177,4,206.16
52032,2023-06-15 06:19:00,1874,228,2,1411.62
52033,2023-07-13 12:19:00,1776,287,2,1309.4
52034,2023-11-19 05:21:00,1441,158,2,1826.44
52035,2023-08-16 14:59:00,1192,162,1,220.73
52036,2023-03-31 20:43:00,1555,134,1,24.89
52037,2023-07-06 07:30:00,1346,229,3,311.46
52038,2023-02-21 22:40:00,1943,278,5,4710.5
52039,2023-03-12 15:24:00,1504,241,4,3676.92
52040,2023-02-24 04:18:00,1907,126,4,1804.44
52041,2023-02-17 12:26:00,1417,255,5,3294.4
52042,2023-05-08 11:55:00,1286,183,2,29.84
52043,2023-04-14 12:40:00,1901,264,3,1096.83
52044,2023-04-22 14:36:00,1315,185,5,2860.4
52045,2023-10-29 04:11:00,1302,240,1,630.76
52046,2023-03-29 13:58:00,1599,222,3,1867.89
52047,2023-03-18 18:16:00,1862,178,3,1179.63
52048,2023-10-24 20:21:00,1129,156,2,1207.98
52049,2023-07-29 20:51:00,1936,222,4,2490.52
52050,2023-07-20 19:14:00,1642,176,4,312.24
52051,2023-10-12 16:35:00,1023,118,5,128.7
52052,2023-01-08 19:30:00,1976,209,4,1282.08
52053,2023-10-13 22:22:00,1555,125,5,1916.4
52054,2023-02-15 21:32:00,1271,240,1,630.76
52055,2023-02-15 04:17:00,1898,272,2,1638.06
52056,2023-12-13 02:18:00,1874,119,5,1376.45
52057,2023-03-27 21:19:00,1567,136,3,1145.01
52058,2023-01-19 21:10:00,1294,113,3,369.27
52059,2023-10-13 20:46:00,1839,148,2,940.98
52060,2023-09-30 08:51:00,1652,154,1,903.82
52061,2023-01-04 14:08:00,1097,205,2,1845.6
52062,2023-02-01 15:06:00,1708,210,2,1502.32
52063,2023-04-12 11:41:00,1488,181,3,1737.36
52064,2023-07-21 23:56:00,1967,172,2,212.36
52065,2023-06-17 07:09:00,1885,114,3,36.81
52066,2023-05-13 01:48:00,1291,299,4,1326.08
52067,2023-03-13 13:17:00,1864,216,1,240.5
52068,2023-06-03 17:58:00,1606,290,3,130.44
52069,2023-02-04 09:10:00,1827,181,1,579.12
52070,2023-12-25 07:12:00,1974,139,4,1946.36
52071,2023-08-05 22:06:00,1315,173,5,2852.15
52072,2023-01-14 09:43:00,1898,184,3,2002.74
52073,2023-03-20 02:57:00,1024,113,4,492.36
52074,2023-06-14 13:13:00,1907,191,4,2064.84
52075,2023-12-01 12:19:00,1905,251,1,820.99
52076,2023-10-31 01:36:00,1179,290,1,43.48
52077,2023-05-18 22:39:00,1255,271,3,358.23
52078,2023-03-17 20:56:00,1885,164,2,35.42
52079,2023-07-19 03:08:00,1194,276,4,3102.52
52080,2023-08-19 20:12:00,1390,227,4,3910.68
52081,2023-10-06 22:07:00,1063,228,5,3529.05
52082,2023-10-26 08:46:00,1286,222,2,1245.26
52083,2023-02-22 18:09:00,1068,256,2,1683.2
52084,2023-06-22 16:50:00,1447,118,4,102.96
52085,2023-11-29 20:44:00,1142,179,2,1213.1
52086,2023-11-15 07:40:00,1327,145,4,801.28
52087,2023-12-31 05:47:00,1191,106,2,925.94
52088,2023-12-17 18:13:00,1906,207,1,645.35
52089,2023-10-16 06:10:00,1198,145,5,1001.6
52090,2023-01-04 05:06:00,1466,128,1,634.92
52091,2023-01-29 20:43:00,1566,240,3,1892.28
52092,2023-03-24 05:17:00,1938,183,4,59.68
52093,2023-06-11 16:02:00,1556,150,3,723.03
52094,2023-08-12 20:32:00,1700,183,1,14.92
52095,2023-05-12 14:32:00,1356,167,3,2155.65
52096,2023-02-01 17:29:00,1630,175,3,2995.77
52097,2023-09-19 21:18:00,1907,218,5,4955.8
52098,2023-03-09 00:59:00,1040,271,2,238.82
52099,2023-03-11 18:45:00,1532,216,3,721.5
52100,2023-07-21 14:17:00,1689,110,3,1949.25
52101,2023-10-07 20:10:00,1863,170,4,2255.84
52102,2023-07-03 12:33:00,1974,154,5,4519.1
52103,2023-04-15 07:15:00,1141,116,3,779.01
52104,2023-04-17 06:58:00,1513,255,4,2635.52
52105,2023-06-11 00:13:00,1369,218,3,2973.48
52106,2023-11-27 06:51:00,1932,289,3,1709.37
52107,2023-10-01 15:55:00,1395,279,4,714.44
52108,2023-10-15 12:29:00,1120,182,4,1047.76
52109,2023-07-18 08:06:00,1698,228,5,3529.05
52110,2023-01-12 07:41:00,1008,184,1,667.58
52111,2023-08-02 00:47:00,1423,157,5,258.9
52112,2023-06-23 10:56:00,1538,195,3,1702.14
52113,2023-11-15 19:25:00,1302,236,1,934.96
52114,2023-06-25 12:58:00,1376,257,2,1202.82
52115,2023-03-14 08:06:00,1315,160,1,225.3
52116,2023-06-05 18:52:00,1085,203,1,118.55
52117,2023-08-13 14:57:00,1547,298,5,2806.75
52118,2023-08-10 16:45:00,1831,103,1,569.97
52119,2023-01-15 07:39:00,1353,118,5,128.7
52120,2023-09-11 21:46:00,1907,280,1,875.7
52121,2023-04-18 08:22:00,1130,225,5,3240.2
52122,2023-05-23 00:43:00,1885,185,2,1144.16
52123,2023-02-06 11:44:00,1708,243,1,128.94
52124,2023-05-24 23:06:00,1860,224,3,1097.28
52125,2023-09-15 00:35:00,1256,150,3,723.03
52126,2023-05-02 05:31:00,1227,242,1,613.41
52127,2023-09-24 19:44:00,1167,187,1,281.95
52128,2023-11-26 21:46:00,1330,130,2,899.6
52129,2023-03-19 21:36:00,1280,156,3,1811.97
52130,2023-05-05 04:27:00,1359,294,1,392.57
52131,2023-01-03 12:25:00,1220,109,4,1687.32
52132,2023-05-13 21:26:00,1796,114,3,36.81
52133,2023-05-18 08:35:00,1813,160,5,1126.5
52134,2023-05-11 17:50:00,1020,137,4,531.28
52135,2023-04-09 01:14:00,1456,251,1,820.99
52136,2023-09-12 17:43:00,1670,270,5,2949.75
52137,2023-11-21 11:44:00,1784,211,4,2620.88
52138,2023-12-19 11:40:00,1440,106,3,1388.91
52139,2023-07-24 14:19:00,1498,231,4,3107.04
52140,2023-01-10 01:14:00,1600,289,3,1709.37
52141,2023-11-18 01:21:00,1362,227,2,1955.34
52142,2023-02-01 13:04:00,1549,288,2,1949.36
52143,2023-01-09 14:43:00,1329,184,5,3337.9
52144,2023-02-18 00:17:00,1299,163,5,632.9
52145,2023-03-01 09:08:00,1853,258,3,135.93
52146,2023-02-06 23:29:00,1050,257,3,1804.23
52147,2023-07-04 13:32:00,1297,300,5,1343.3
52148,2023-01-05 13:21:00,1953,182,5,1309.7
52149,2023-01-07 13:00:00,1616,139,4,1946.36
52150,2023-11-01 03:36:00,1560,250,3,1274.01
52151,2023-11-01 12:26:00,1652,129,5,970.45
52152,2023-06-06 07:57:00,1034,217,4,349.24
52153,2023-03-08 16:54:00,1972,192,1,345.66
52154,2023-02-12 17:30:00,1569,241,2,1838.46
52155,2023-10-24 19:18:00,1376,106,4,1851.88
52156,2023-03-02 00:40:00,1530,286,1,749.59
52157,2023-07-18 07:36:00,1782,267,1,509.83
52158,2023-06-22 23:24:00,1334,284,4,716.56
52159,2023-01-04 15:37:00,1868,128,5,3174.6
52160,2023-03-19 12:33:00,1633,177,3,154.62
52161,2023-02-16 20:51:00,1924,239,4,2172.6
52162,2023-10-31 17:03:00,1872,257,5,3007.05
52163,2023-09-15 19:00:00,1539,173,3,1711.29
52164,2023-03-06 07:18:00,1739,117,3,2634.99
52165,2023-10-14 11:06:00,1786,175,2,1997.18
52166,2023-04-23 02:16:00,1389,247,4,2095.44
52167,2023-04-04 08:19:00,1340,218,4,3964.64
52168,2023-01-09 13:36:00,1298,151,2,1230.48
52169,2023-08-23 19:55:00,1658,286,5,3747.95
52170,2023-03-12 22:29:00,1778,229,5,519.1
52171,2023-12-05 13:30:00,1864,218,1,991.16
52172,2023-10-27 06:41:00,1214,135,5,1257.25
52173,2023-04-15 15:56:00,1226,276,1,775.63
52174,2023-07-04 13:36:00,1240,217,4,349.24
52175,2023-07-09 22:27:00,2000,138,3,452.91
52176,2023-07-12 23:55:00,1395,212,3,1498.65
52177,2023-05-09 20:13:00,1644,138,5,754.85
52178,2023-09-06 09:07:00,1560,292,4,3916.28
52179,2023-03-29 14:55:00,1331,153,1,75.76
52180,2023-02-25 14:42:00,1291,259,3,2826.99
52181,2023-12-15 09:15:00,1286,252,2,1045.56
52182,2023-08-03 03:57:00,1645,202,5,600.1
52183,2023-09-30 19:59:00,1075,201,1,929.16
52184,2023-05-01 19:11:00,1126,152,1,160.42
52185,2023-04-21 22:08:00,1070,214,4,51.32
52186,2023-01-19 18:32:00,1284,217,3,261.93
52187,2023-07-22 14:49:00,1398,220,4,1926.88
52188,2023-03-05 03:25:00,1803,158,1,913.22
52189,2023-05-06 10:55:00,1338,105,5,2253.45
52190,2023-08-15 05:52:00,1440,253,3,1485.39
52191,2023-05-21 09:41:00,1998,165,4,612.12
52192,2023-11-11 03:44:00,1908,117,5,4391.65
52193,2023-01-30 21:32:00,1489,105,4,1802.76
52194,2023-12-18 21:17:00,1741,181,2,1158.24
52195,2023-06-18 19:47:00,1947,255,4,2635.52
52196,2023-07-15 06:55:00,1974,299,5,1657.6
52197,2023-06-18 13:29:00,1282,227,3,2933.01
52198,2023-06-28 07:19:00,1779,178,5,1966.05
52199,2023-03-11 14:12:00,1997,283,1,394.64
52200,2023-04-18 04:33:00,1784,107,1,386.99
52201,2023-01-24 20:44:00,1447,116,2,519.34
52202,2023-02-24 05:45:00,1932,146,5,2808.7
52203,2023-04-18 07:10:00,1092,158,1,913.22
52204,2023-03-15 23:20:00,1043,151,1,615.24
52205,2023-02-11 20:27:00,1081,256,3,2524.8
52206,2023-05-02 03:52:00,1028,201,5,4645.8
52207,2023-12-10 15:25:00,1241,230,5,2446.5
52208,2023-10-10 12:42:00,1246,164,1,17.71
52209,2023-01-26 18:08:00,1853,222,2,1245.26
52210,2023-09-24 17:01:00,1964,164,4,70.84
52211,2023-10-17 04:07:00,1202,172,2,212.36
52212,2023-03-31 08:09:00,1284,283,3,1183.92
52213,2023-01-29 14:13:00,1861,102,3,989.4
52214,2023-11-12 17:17:00,1259,229,1,103.82
52215,2023-04-28 15:06:00,1586,246,3,2483.28
52216,2023-09-30 23:54:00,1537,296,3,2228.7
52217,2023-06-01 09:17:00,1087,192,4,1382.64
52218,2023-12-07 06:13:00,1267,221,3,2964.54
52219,2023-07-13 15:21:00,1624,224,3,1097.28
52220,2023-04-20 19:32:00,1715,122,1,335.17
52221,2023-05-05 22:53:00,1908,176,5,390.3
52222,2023-06-22 22:42:00,1024,190,2,1987.22
52223,2023-05-21 05:56:00,1323,165,1,153.03
52224,2023-07-12 06:43:00,1404,166,4,2080.88
52225,2023-12-17 17:47:00,1286,187,3,845.85
52226,2023-04-04 09:10:00,1473,161,2,716.36
52227,2023-11-25 06:13:00,1694,205,3,2768.4
52228,2023-08-03 04:59:00,1825,133,2,1008.28
52229,2023-03-13 18:49:00,1372,196,3,2666.52
52230,2023-09-03 04:22:00,1431,240,5,3153.8
52231,2023-05-14 15:01:00,1541,126,3,1353.33
52232,2023-09-19 07:25:00,1624,194,5,4858.7
52233,2023-03-18 07:40:00,1877,134,2,49.78
52234,2023-12-30 08:34:00,1820,242,2,1226.82
52235,2023-04-26 20:31:00,1726,113,5,615.45
52236,2023-04-28 06:31:00,1177,266,1,110.82
52237,2023-11-29 03:40:00,1160,264,3,1096.83
52238,2023-07-02 22:33:00,1105,194,2,1943.48
52239,2023-12-04 15:13:00,1843,186,4,2356.44
52240,2023-02-10 23:52:00,1192,196,1,888.84
52241,2023-09-02 11:36:00,1170,234,5,2467.05
52242,2023-06-06 22:41:00,1086,164,1,17.71
52243,2023-05-09 17:42:00,1315,270,2,1179.9
52244,2023-02-21 09:39:00,1733,195,5,2836.9
52245,2023-07-20 23:07:00,1037,250,5,2123.35
52246,2023-07-07 00:07:00,1778,178,1,393.21
52247,2023-01-12 19:48:00,1753,167,3,2155.65
52248,2023-06-15 00:55:00,1537,233,1,962.48
52249,2023-08-07 10:58:00,1667,120,4,3834.08
52250,2023-01-26 03:55:00,1784,144,3,1696.89
52251,2023-11-06 19:53:00,1632,226,1,725.84
52252,2023-06-27 23:53:00,1982,180,3,2634.96
52253,2023-03-06 08:17:00,1953,145,1,200.32
52254,2023-03-20 17:03:00,1955,133,2,1008.28
52255,2023-10-13 04:45:00,1906,139,4,1946.36
52256,2023-09-01 03:09:00,1699,215,5,1161.85
52257,2023-05-08 21:20:00,1613,296,3,2228.7
52258,2023-04-15 19:51:00,1138,276,2,1551.26
52259,2023-08-13 01:48:00,1790,233,1,962.48
52260,2023-03-29 16:50:00,1687,179,2,1213.1
52261,2023-08-14 04:23:00,1964,293,3,2296.65
52262,2023-11-23 03:00:00,1002,173,1,570.43
52263,2023-11-10 12:24:00,1990,275,3,1962.54
52264,2023-02-03 10:37:00,1501,232,5,664.1
52265,2023-01-16 05:33:00,1092,174,4,2159.68
52266,2023-01-05 11:11:00,1603,150,3,723.03
52267,2023-07-02 16:11:00,1551,223,3,2451.15
52268,2023-04-11 08:06:00,1568,270,2,1179.9
52269,2023-10-25 11:21:00,1447,249,3,1438.77
52270,2023-08-27 12:50:00,1670,279,5,893.05
52271,2023-07-17 12:07:00,1314,247,2,1047.72
52272,2023-10-17 15:44:00,1427,239,4,2172.6
52273,2023-03-24 06:22:00,1599,177,1,51.54
52274,2023-10-10 17:34:00,1480,196,2,1777.68
52275,2023-05-27 23:26:00,1184,207,4,2581.4
