ip,timestamp,request,status,bytes
184.40.91.179,02/Sep/2023:06:19:01 ,PUT /carrinho/item-8 HTTP/1.1,500,7232
138.209.192.93,01/Oct/2023:15:47:59 ,DELETE /checkout/item-8 HTTP/1.1,302,7657
80.169.56.222,07/May/2023:18:08:38 ,POST /busca/item-23 HTTP/1.1,201,1244
122.50.73.22,26/Jan/2023:09:12:48 ,GET /checkout/item-14 HTTP/1.1,404,7711
92.164.57.152,08/Feb/2023:22:45:27 ,POST /carrinho/item-60 HTTP/1.1,500,922
11.47.226.149,05/Aug/2023:11:45:27 ,POST /login/item-100 HTTP/1.1,302,6707
74.180.96.69,08/Aug/2023:20:30:38 ,PUT /produtos/item-100 HTTP/1.1,200,10090
68.42.172.199,24/Mar/2023:17:11:18 ,DELETE /busca/item-41 HTTP/1.1,500,6927
123.93.115.178,17/Jan/2023:19:38:21 ,GET /perfil/item-43 HTTP/1.1,302,9683
110.215.110.201,16/Sep/2023:12:43:45 ,PUT /perfil/item-15 HTTP/1.1,404,10827
116.23.207.80,22/Jul/2023:01:49:55 ,PUT /produtos/item-91 HTTP/1.1,302,11184
57.144.172.213,18/Feb/2023:01:42:19 ,DELETE /carrinho/item-68 HTTP/1.1,500,7859
141.146.234.53,18/Nov/2023:17:15:30 ,PUT /login/item-55 HTTP/1.1,200,12399
133.44.118.59,05/Mar/2023:21:35:28 ,GET /login/item-44 HTTP/1.1,302,8322
148.27.133.254,18/Mar/2023:19:37:02 ,POST /perfil/item-90 HTTP/1.1,302,10157
146.199.197.7,05/Jul/2023:05:17:04 ,DELETE /checkout/item-17 HTTP/1.1,302,7596
182.181.89.124,29/Aug/2023:03:19:54 ,PUT /produtos/item-95 HTTP/1.1,201,8206
25.53.73.219,10/Nov/2023:03:26:55 ,PUT /checkout/item-16 HTTP/1.1,404,11453
124.206.20.182,11/Oct/2023:07:15:38 ,POST /perfil/item-66 HTTP/1.1,500,5124
217.230.55.124,08/Dec/2023:17:11:24 ,POST /carrinho/item-73 HTTP/1.1,404,5763
191.173.11.89,23/Oct/2023:05:30:58 ,POST /produtos/item-76 HTTP/1.1,200,14508
91.147.73.255,12/Jan/2023:01:12:22 ,DELETE /busca/item-10 HTTP/1.1,302,10572
106.99.96.14,01/May/2023:08:48:21 ,POST /carrinho/item-33 HTTP/1.1,500,8885
31.60.225.19,03/Aug/2023:14:06:28 ,DELETE /checkout/item-26 HTTP/1.1,200,14039
96.53.101.246,13/Sep/2023:02:42:48 ,DELETE /checkout/item-65 HTTP/1.1,500,2273
86.244.209.254,15/Jun/2023:04:28:00 ,GET /busca/item-3 HTTP/1.1,302,12021
92.32.239.102,17/Feb/2023:08:26:15 ,POST /produtos/item-20 HTTP/1.1,500,10747
196.107.10.98,17/Jun/2023:21:01:53 ,GET /checkout/item-47 HTTP/1.1,404,11049
101.156.46.171,19/Sep/2023:01:02:38 ,POST /busca/item-68 HTTP/1.1,404,11427
159.196.123.175,09/Apr/2023:01:36:24 ,POST /checkout/item-71 HTTP/1.1,404,11750
126.225.170.166,04/Oct/2023:06:00:56 ,DELETE /carrinho/item-11 HTTP/1.1,200,2700
78.85.56.34,15/May/2023:06:54:28 ,GET /checkout/item-4 HTTP/1.1,500,1251
30.106.88.125,14/Nov/2023:14:41:53 ,POST /produtos/item-61 HTTP/1.1,302,9772
141.188.19.253,06/Jul/2023:05:10:56 ,DELETE /perfil/item-36 HTTP/1.1,500,12838
167.226.72.139,20/Mar/2023:20:10:29 ,PUT /produtos/item-57 HTTP/1.1,500,4490
115.121.225.92,10/Jul/2023:22:36:31 ,POST /login/item-78 HTTP/1.1,302,6561
56.39.237.50,08/Nov/2023:22:43:25 ,PUT /produtos/item-35 HTTP/1.1,404,9459
53.253.240.10,09/May/2023:16:18:44 ,POST /carrinho/item-57 HTTP/1.1,404,8554
155.0.55.104,29/Nov/2023:04:34:39 ,POST /login/item-59 HTTP/1.1,404,7573
8.96.197.63,05/May/2023:12:44:15 ,DELETE /checkout/item-3 HTTP/1.1,201,9144
102.63.163.7,28/Dec/2023:07:35:20 ,PUT /checkout/item-48 HTTP/1.1,302,5513
54.249.194.118,08/Aug/2023:22:59:33 ,DELETE /perfil/item-16 HTTP/1.1,500,10562
107.249.143.93,04/May/2023:14:20:40 ,GET /busca/item-64 HTTP/1.1,200,6828
85.105.152.160,02/Dec/2023:20:38:22 ,PUT /carrinho/item-92 HTTP/1.1,302,11351
48.196.249.66,13/Sep/2023:00:16:46 ,POST /produtos/item-75 HTTP/1.1,500,2085
156.46.57.237,24/Feb/2023:02:31:21 ,GET /produtos/item-26 HTTP/1.1,404,10529
111.0.165.12,13/Dec/2023:07:02:20 ,PUT /busca/item-30 HTTP/1.1,200,12772
92.89.181.66,15/Dec/2023:16:45:58 ,POST /login/item-44 HTTP/1.1,201,4828
205.88.153.188,31/Oct/2023:04:50:26 ,DELETE /checkout/item-20 HTTP/1.1,500,12970
66.24.78.246,11/Oct/2023:01:05:06 ,PUT /busca/item-94 HTTP/1.1,302,10771
179.253.136.28,27/Mar/2023:14:16:51 ,GET /busca/item-70 HTTP/1.1,201,5163
29.185.51.180,13/Sep/2023:20:25:57 ,PUT /produtos/item-84 HTTP/1.1,201,2532
9.209.163.15,08/Mar/2023:07:35:46 ,PUT /busca/item-66 HTTP/1.1,302,781
119.145.215.203,15/Apr/2023:16:23:41 ,PUT /busca/item-36 HTTP/1.1,500,3321
48.67.202.39,24/Apr/2023:09:21:05 ,GET /login/item-39 HTTP/1.1,201,5231
214.196.22.10,01/Oct/2023:09:48:14 ,DELETE /carrinho/item-63 HTTP/1.1,404,6553
181.97.186.96,30/Apr/2023:14:12:57 ,GET /produtos/item-53 HTTP/1.1,500,219
134.152.112.254,22/Nov/2023:19:37:43 ,GET /checkout/item-89 HTTP/1.1,201,7175
49.95.105.100,20/Dec/2023:00:24:13 ,DELETE /produtos/item-74 HTTP/1.1,201,8347
148.230.111.19,02/Feb/2023:17:52:39 ,POST /perfil/item-46 HTTP/1.1,201,1017
204.88.133.197,13/May/2023:11:27:54 ,DELETE /busca/item-79 HTTP/1.1,200,7436
70.195.82.148,17/Jun/2023:21:35:23 ,GET /login/item-29 HTTP/1.1,200,8326
111.0.54.23,14/Jan/2023:16:51:21 ,GET /carrinho/item-84 HTTP/1.1,200,9596
157.124.117.77,02/Jan/2023:13:22:20 ,PUT /busca/item-8 HTTP/1.1,500,4000
80.229.62.136,28/Sep/2023:18:36:55 ,DELETE /carrinho/item-38 HTTP/1.1,500,14049
69.164.204.3,23/Mar/2023:00:25:55 ,DELETE /produtos/item-70 HTTP/1.1,500,7880
144.174.252.142,28/Mar/2023:14:54:45 ,DELETE /produtos/item-100 HTTP/1.1,500,11581
168.65.102.141,27/Aug/2023:13:11:56 ,DELETE /checkout/item-24 HTTP/1.1,500,13669
77.196.245.214,16/Jan/2023:03:19:18 ,PUT /produtos/item-60 HTTP/1.1,302,10043
142.200.144.64,27/Dec/2023:04:36:33 ,DELETE /produtos/item-56 HTTP/1.1,200,12042
112.249.212.123,22/Sep/2023:00:06:55 ,PUT /checkout/item-90 HTTP/1.1,200,12479
113.224.217.45,18/May/2023:07:31:38 ,GET /perfil/item-27 HTTP/1.1,200,4827
77.109.52.101,09/Aug/2023:03:05:17 ,DELETE /carrinho/item-2 HTTP/1.1,404,5821
68.144.35.122,13/Dec/2023:01:58:40 ,POST /login/item-69 HTTP/1.1,201,5347
119.254.123.173,03/Sep/2023:02:46:18 ,DELETE /checkout/item-57 HTTP/1.1,201,10370
8.93.238.134,20/Apr/2023:15:54:20 ,POST /produtos/item-8 HTTP/1.1,302,12231
111.29.45.5,13/Aug/2023:10:45:49 ,DELETE /busca/item-25 HTTP/1.1,200,5574
3.14.189.137,22/Dec/2023:19:54:08 ,GET /busca/item-75 HTTP/1.1,500,12904
65.140.244.57,06/May/2023:22:59:07 ,GET /carrinho/item-81 HTTP/1.1,500,11529
60.179.210.250,24/Oct/2023:15:01:57 ,DELETE /login/item-66 HTTP/1.1,200,12662
164.112.61.205,06/Oct/2023:02:39:31 ,POST /checkout/item-41 HTTP/1.1,200,4757
202.3.130.160,10/Aug/2023:06:18:58 ,PUT /busca/item-34 HTTP/1.1,404,11848
9.165.243.15,26/Jan/2023:02:02:44 ,POST /checkout/item-100 HTTP/1.1,201,2311
57.17.69.249,03/Nov/2023:04:05:46 ,GET /login/item-86 HTTP/1.1,302,11225
16.23.243.231,16/Apr/2023:18:25:18 ,POST /carrinho/item-98 HTTP/1.1,500,1546
37.4.168.158,25/Mar/2023:07:15:31 ,DELETE /perfil/item-37 HTTP/1.1,500,9220
96.90.174.32,30/Dec/2023:12:36:24 ,GET /busca/item-34 HTTP/1.1,302,3758
159.225.90.26,25/Dec/2023:22:02:48 ,PUT /login/item-55 HTTP/1.1,302,7219
68.4.253.168,11/Jul/2023:16:30:24 ,POST /perfil/item-92 HTTP/1.1,404,14352
142.168.59.72,01/Nov/2023:14:35:04 ,POST /busca/item-39 HTTP/1.1,201,10499
10.230.212.190,04/Mar/2023:15:49:13 ,PUT /produtos/item-27 HTTP/1.1,302,11816
19.243.207.194,19/Dec/2023:03:30:19 ,PUT /busca/item-98 HTTP/1.1,404,905
138.191.177.65,16/Mar/2023:07:17:19 ,POST /perfil/item-9 HTTP/1.1,302,2056
83.100.229.56,28/May/2023:02:05:02 ,POST /perfil/item-62 HTTP/1.1,201,10818
39.225.202.41,26/Apr/2023:08:58:17 ,POST /perfil/item-83 HTTP/1.1,404,14745
173.237.232.39,30/Oct/2023:03:31:02 ,POST /busca/item-10 HTTP/1.1,302,13740
173.234.141.149,28/Jan/2023:23:44:03 ,GET /login/item-91 HTTP/1.1,302,1393
48.20.4.107,04/May/2023:18:43:15 ,DELETE /produtos/item-42 HTTP/1.1,500,8832
119.22.200.20,20/Mar/2023:01:00:19 ,GET /produtos/item-69 HTTP/1.1,200,11852
124.25.124.221,03/Nov/2023:23:17:50 ,PUT /login/item-87 HTTP/1.1,404,5122
128.50.157.138,31/Mar/2023:07:02:27 ,POST /checkout/item-76 HTTP/1.1,302,5545
14.242.31.179,26/Nov/2023:07:38:05 ,DELETE /login/item-48 HTTP/1.1,302,4637
47.143.110.165,02/Sep/2023:19:34:47 ,PUT /perfil/item-90 HTTP/1.1,404,10140
36.105.129.246,12/Jan/2023:04:41:38 ,POST /busca/item-28 HTTP/1.1,302,7533
87.172.192.190,28/Aug/2023:02:43:21 ,PUT /perfil/item-89 HTTP/1.1,404,6957
103.75.161.110,18/Sep/2023:04:20:49 ,PUT /checkout/item-48 HTTP/1.1,500,14140
37.195.192.168,28/Jan/2023:19:25:34 ,DELETE /produtos/item-6 HTTP/1.1,302,3840
111.170.29.137,01/Oct/2023:19:41:02 ,POST /checkout/item-54 HTTP/1.1,500,6317
84.170.77.81,11/Sep/2023:19:15:56 ,PUT /checkout/item-66 HTTP/1.1,404,1892
130.181.9.137,20/Apr/2023:06:37:54 ,PUT /carrinho/item-84 HTTP/1.1,302,6004
174.85.208.82,08/Mar/2023:18:29:53 ,POST /login/item-54 HTTP/1.1,500,13142
10.115.203.75,13/May/2023:18:28:43 ,PUT /login/item-58 HTTP/1.1,404,8805
200.11.187.83,24/Sep/2023:03:38:46 ,PUT /login/item-7 HTTP/1.1,201,440
121.42.36.139,06/Jul/2023:10:12:41 ,POST /busca/item-25 HTTP/1.1,201,4099
135.174.209.55,17/Dec/2023:03:58:45 ,POST /carrinho/item-36 HTTP/1.1,200,10806
116.112.124.236,17/Apr/2023:19:56:52 ,POST /checkout/item-35 HTTP/1.1,201,4854
47.230.242.55,13/Sep/2023:04:24:54 ,DELETE /produtos/item-100 HTTP/1.1,302,12689
199.2.123.74,18/Mar/2023:23:46:50 ,POST /login/item-28 HTTP/1.1,500,11304
50.222.54.162,28/Jul/2023:23:41:19 ,PUT /produtos/item-18 HTTP/1.1,404,8980
160.95.84.0,29/Jan/2023:00:16:03 ,POST /busca/item-16 HTTP/1.1,201,4892
204.97.120.15,22/Feb/2023:05:09:24 ,DELETE /perfil/item-7 HTTP/1.1,302,2845
157.185.58.95,18/Aug/2023:07:41:40 ,PUT /busca/item-13 HTTP/1.1,200,12526
22.178.104.45,23/Mar/2023:01:46:01 ,GET /produtos/item-48 HTTP/1.1,404,7550
205.201.48.1,09/Mar/2023:18:39:55 ,PUT /perfil/item-36 HTTP/1.1,200,5586
16.120.130.188,30/May/2023:12:21:36 ,DELETE /busca/item-53 HTTP/1.1,201,3175
65.71.202.18,02/Jun/2023:12:44:57 ,PUT /carrinho/item-36 HTTP/1.1,302,9840
91.126.186.116,26/Feb/2023:17:34:56 ,GET /busca/item-24 HTTP/1.1,500,9917
219.38.158.171,07/Apr/2023:10:33:15 ,GET /checkout/item-65 HTTP/1.1,201,12919
81.82.37.231,05/Jan/2023:03:20:10 ,DELETE /carrinho/item-57 HTTP/1.1,201,12841
215.193.0.146,06/Jun/2023:20:21:59 ,DELETE /produtos/item-37 HTTP/1.1,201,9950
13.107.23.145,04/Feb/2023:03:14:31 ,GET /login/item-97 HTTP/1.1,500,6207
114.145.78.8,17/Dec/2023:19:33:26 ,GET /carrinho/item-37 HTTP/1.1,500,3128
78.74.169.107,14/Dec/2023:13:32:56 ,DELETE /login/item-64 HTTP/1.1,404,14765
85.7.101.125,04/Jun/2023:21:00:54 ,DELETE /perfil/item-72 HTTP/1.1,404,6058
103.163.118.154,11/Nov/2023:07:57:42 ,PUT /checkout/item-25 HTTP/1.1,302,2014
129.6.240.75,05/Jan/2023:08:59:32 ,DELETE /perfil/item-4 HTTP/1.1,500,5936
102.5.27.116,12/Jun/2023:20:10:17 ,PUT /produtos/item-54 HTTP/1.1,200,14949
66.32.216.62,29/Jun/2023:04:56:50 ,PUT /produtos/item-6 HTTP/1.1,302,5683
42.208.28.94,07/Jul/2023:08:59:13 ,POST /busca/item-39 HTTP/1.1,404,5729
82.112.85.147,22/Dec/2023:09:11:41 ,POST /busca/item-29 HTTP/1.1,500,10963
6.121.83.31,22/Aug/2023:22:55:21 ,DELETE /perfil/item-31 HTTP/1.1,404,4935
47.238.35.141,29/Apr/2023:02:43:17 ,GET /carrinho/item-46 HTTP/1.1,404,2239
118.142.85.52,04/Oct/2023:04:22:09 ,POST /login/item-73 HTTP/1.1,500,10768
157.253.51.138,02/Jan/2023:10:49:23 ,DELETE /perfil/item-15 HTTP/1.1,500,6127
93.158.2.208,31/Dec/2023:14:26:06 ,DELETE /checkout/item-8 HTTP/1.1,200,11127
122.63.136.244,27/Jul/2023:14:26:14 ,DELETE /perfil/item-77 HTTP/1.1,302,2574
161.10.108.100,20/Nov/2023:06:51:33 ,PUT /busca/item-29 HTTP/1.1,200,6352
141.5.2.180,29/Mar/2023:21:01:18 ,PUT /login/item-3 HTTP/1.1,500,14564
31.208.26.155,02/Aug/2023:14:56:55 ,PUT /checkout/item-26 HTTP/1.1,200,3591
3.16.253.165,10/Apr/2023:03:45:30 ,GET /busca/item-5 HTTP/1.1,200,7959
38.81.125.141,10/Feb/2023:20:52:47 ,GET /carrinho/item-64 HTTP/1.1,302,12463
129.53.136.114,25/Mar/2023:01:27:31 ,DELETE /busca/item-77 HTTP/1.1,404,12227
106.192.223.105,28/Sep/2023:03:39:19 ,DELETE /login/item-3 HTTP/1.1,201,411
66.7.188.129,26/Jul/2023:02:11:33 ,GET /login/item-24 HTTP/1.1,302,14857
93.158.206.172,15/Oct/2023:01:59:14 ,PUT /busca/item-3 HTTP/1.1,404,1271
174.53.103.226,10/Sep/2023:10:09:35 ,GET /produtos/item-49 HTTP/1.1,201,9847
59.124.194.236,15/Oct/2023:00:49:58 ,POST /perfil/item-4 HTTP/1.1,200,8892
54.203.175.218,15/Jun/2023:17:13:10 ,POST /produtos/item-25 HTTP/1.1,404,4520
68.35.144.203,20/Aug/2023:04:51:51 ,PUT /perfil/item-52 HTTP/1.1,201,12930
17.128.235.91,25/Jul/2023:05:08:03 ,PUT /checkout/item-63 HTTP/1.1,500,11539
14.241.175.207,26/Sep/2023:11:59:48 ,POST /busca/item-6 HTTP/1.1,200,8256
4.128.164.82,25/May/2023:16:06:07 ,GET /carrinho/item-16 HTTP/1.1,201,5179
222.205.106.17,09/Mar/2023:09:57:14 ,POST /perfil/item-16 HTTP/1.1,404,2725
123.242.160.114,28/Jun/2023:18:28:05 ,DELETE /login/item-76 HTTP/1.1,200,7799
207.183.235.57,01/Jan/2023:23:00:36 ,GET /carrinho/item-25 HTTP/1.1,404,9672
111.226.214.179,14/Sep/2023:09:12:10 ,PUT /busca/item-62 HTTP/1.1,201,13562
58.245.94.37,15/Feb/2023:09:50:16 ,DELETE /produtos/item-43 HTTP/1.1,404,6338
215.201.50.155,12/Jan/2023:16:31:13 ,DELETE /carrinho/item-66 HTTP/1.1,200,6723
196.157.249.211,05/May/2023:20:20:53 ,GET /busca/item-28 HTTP/1.1,404,5495
30.117.80.123,14/May/2023:13:11:20 ,PUT /checkout/item-75 HTTP/1.1,201,7785
176.217.225.193,17/Oct/2023:03:30:47 ,GET /checkout/item-39 HTTP/1.1,200,5739
37.140.96.45,19/Dec/2023:21:39:28 ,PUT /carrinho/item-18 HTTP/1.1,404,13875
97.72.177.168,20/Aug/2023:09:08:22 ,GET /perfil/item-32 HTTP/1.1,201,2778
55.195.48.149,04/Jul/2023:15:07:07 ,POST /login/item-45 HTTP/1.1,404,5062
179.67.37.154,23/Sep/2023:03:55:00 ,DELETE /checkout/item-93 HTTP/1.1,500,4697
30.9.253.17,16/Jan/2023:05:00:34 ,GET /login/item-8 HTTP/1.1,201,4898
135.226.130.123,04/Jan/2023:09:10:07 ,POST /checkout/item-43 HTTP/1.1,500,8166
159.165.113.71,18/May/2023:16:07:32 ,DELETE /busca/item-19 HTTP/1.1,302,8475
216.146.29.69,04/Jul/2023:23:44:28 ,GET /checkout/item-76 HTTP/1.1,302,12078
204.126.8.208,29/Sep/2023:20:17:00 ,PUT /login/item-51 HTTP/1.1,201,6794
222.57.221.147,13/Mar/2023:04:15:23 ,PUT /checkout/item-9 HTTP/1.1,302,1291
125.108.168.142,02/Sep/2023:04:08:19 ,DELETE /login/item-62 HTTP/1.1,404,8048
20.9.234.208,20/Dec/2023:17:39:15 ,DELETE /checkout/item-31 HTTP/1.1,200,2244
210.118.183.10,12/Dec/2023:05:26:52 ,GET /busca/item-96 HTTP/1.1,200,8555
161.54.210.74,12/Dec/2023:07:15:24 ,PUT /perfil/item-70 HTTP/1.1,201,11643
45.66.75.15,24/Sep/2023:09:01:26 ,PUT /produtos/item-18 HTTP/1.1,302,6812
8.194.221.229,12/Nov/2023:07:10:35 ,POST /carrinho/item-2 HTTP/1.1,500,10216
7.213.15.146,25/Jul/2023:00:51:41 ,GET /carrinho/item-13 HTTP/1.1,201,3118
190.76.23.246,09/Dec/2023:12:21:02 ,DELETE /login/item-43 HTTP/1.1,200,7262
199.214.212.139,29/Mar/2023:10:20:34 ,DELETE /perfil/item-76 HTTP/1.1,302,12515
3.109.230.185,16/Nov/2023:17:59:37 ,POST /carrinho/item-10 HTTP/1.1,500,12166
13.254.89.124,09/May/2023:20:36:15 ,DELETE /produtos/item-81 HTTP/1.1,302,7056
112.240.49.213,18/Jun/2023:13:02:09 ,PUT /busca/item-48 HTTP/1.1,302,4054
90.200.56.100,17/Sep/2023:22:33:41 ,GET /checkout/item-18 HTTP/1.1,302,1431
214.230.131.195,25/Mar/2023:05:08:01 ,GET /checkout/item-72 HTTP/1.1,200,3371
43.67.103.177,28/Oct/2023:05:25:07 ,POST /login/item-100 HTTP/1.1,201,10040
100.218.13.49,22/Apr/2023:13:27:08 ,GET /perfil/item-20 HTTP/1.1,200,12518
182.187.125.227,20/Oct/2023:05:49:16 ,POST /busca/item-14 HTTP/1.1,201,7841
42.132.134.199,19/Dec/2023:23:35:21 ,DELETE /perfil/item-98 HTTP/1.1,404,1095
47.50.45.13,02/Jan/2023:11:08:41 ,GET /busca/item-76 HTTP/1.1,500,13351
123.169.134.2,31/Jan/2023:10:27:16 ,GET /carrinho/item-17 HTTP/1.1,200,4947
206.210.192.111,27/Jun/2023:10:56:22 ,POST /busca/item-58 HTTP/1.1,302,4552
152.121.57.46,01/Mar/2023:11:28:56 ,GET /carrinho/item-61 HTTP/1.1,404,697
110.43.208.163,18/Jun/2023:05:13:06 ,PUT /login/item-67 HTTP/1.1,500,1294
39.57.182.103,03/Sep/2023:10:25:59 ,PUT /busca/item-11 HTTP/1.1,404,6608
77.97.210.93,16/Sep/2023:20:45:27 ,DELETE /carrinho/item-45 HTTP/1.1,201,12619
45.181.98.39,14/Dec/2023:10:20:32 ,DELETE /carrinho/item-40 HTTP/1.1,201,5179
217.171.49.221,23/Nov/2023:19:00:30 ,PUT /carrinho/item-44 HTTP/1.1,302,1257
78.139.171.207,09/Mar/2023:15:57:21 ,PUT /login/item-27 HTTP/1.1,302,4670
109.86.132.19,23/Nov/2023:18:54:24 ,GET /checkout/item-23 HTTP/1.1,404,7768
153.23.33.6,06/Feb/2023:19:16:20 ,DELETE /checkout/item-7 HTTP/1.1,404,12755
7.65.197.97,31/Oct/2023:16:15:09 ,PUT /carrinho/item-36 HTTP/1.1,404,2157
162.84.24.113,01/Dec/2023:01:07:46 ,DELETE /produtos/item-52 HTTP/1.1,201,4672
135.42.185.190,19/Aug/2023:20:52:23 ,PUT /checkout/item-19 HTTP/1.1,500,715
40.187.149.89,04/Jul/2023:22:16:21 ,GET /produtos/item-14 HTTP/1.1,302,3303
7.61.47.252,13/Jun/2023:08:17:21 ,PUT /produtos/item-98 HTTP/1.1,302,12771
203.83.188.202,31/Jul/2023:22:00:05 ,DELETE /login/item-76 HTTP/1.1,404,13174
219.165.218.65,18/Aug/2023:00:57:41 ,DELETE /login/item-61 HTTP/1.1,404,9945
97.173.102.109,20/Jul/2023:11:24:51 ,GET /checkout/item-42 HTTP/1.1,201,7197
211.208.160.235,24/May/2023:16:30:56 ,GET /login/item-74 HTTP/1.1,302,11353
145.94.118.24,20/Dec/2023:20:47:56 ,POST /produtos/item-13 HTTP/1.1,200,7758
150.84.24.245,28/Feb/2023:02:36:16 ,GET /busca/item-37 HTTP/1.1,302,12472
105.208.83.83,10/Dec/2023:08:16:19 ,DELETE /carrinho/item-16 HTTP/1.1,302,4461
163.47.80.142,28/Oct/2023:23:41:54 ,PUT /carrinho/item-85 HTTP/1.1,404,11885
72.129.186.7,23/Dec/2023:04:23:51 ,POST /checkout/item-34 HTTP/1.1,500,11420
142.200.186.137,15/Jul/2023:01:27:03 ,GET /carrinho/item-16 HTTP/1.1,404,12409
112.120.201.160,03/Sep/2023:06:33:40 ,DELETE /perfil/item-4 HTTP/1.1,404,11152
32.222.252.138,01/Sep/2023:00:53:14 ,DELETE /checkout/item-9 HTTP/1.1,500,7525
53.254.206.201,27/Dec/2023:00:54:32 ,PUT /perfil/item-85 HTTP/1.1,404,1090
94.132.250.86,09/May/2023:01:40:23 ,GET /checkout/item-37 HTTP/1.1,404,11167
187.152.95.200,09/Nov/2023:10:15:13 ,DELETE /perfil/item-85 HTTP/1.1,302,14550
39.118.91.165,02/Feb/2023:00:02:23 ,PUT /carrinho/item-89 HTTP/1.1,302,10000
20.48.18.85,05/Sep/2023:11:25:43 ,PUT /perfil/item-85 HTTP/1.1,302,4289
34.177.251.89,12/Nov/2023:06:07:05 ,POST /perfil/item-86 HTTP/1.1,201,6453
62.214.80.5,30/Mar/2023:06:55:00 ,GET /busca/item-37 HTTP/1.1,302,12172
64.16.13.210,28/Oct/2023:01:34:31 ,GET /carrinho/item-90 HTTP/1.1,302,12408
23.190.230.101,27/Jan/2023:11:03:03 ,POST /carrinho/item-78 HTTP/1.1,201,14585
58.77.155.40,15/Dec/2023:13:48:50 ,GET /produtos/item-91 HTTP/1.1,302,1809
185.89.76.108,19/Dec/2023:04:49:56 ,DELETE /perfil/item-65 HTTP/1.1,500,5886
58.181.153.48,26/Mar/2023:17:58:54 ,PUT /checkout/item-42 HTTP/1.1,404,2386
159.155.92.246,21/Apr/2023:12:13:28 ,POST /perfil/item-5 HTTP/1.1,200,5223
140.0.99.4,20/Oct/2023:00:55:02 ,DELETE /checkout/item-25 HTTP/1.1,200,10533
219.15.115.93,05/Nov/2023:01:30:32 ,GET /login/item-98 HTTP/1.1,404,9029
110.174.8.47,07/Apr/2023:04:52:03 ,DELETE /login/item-44 HTTP/1.1,404,11672
61.126.173.219,14/Feb/2023:03:07:06 ,GET /checkout/item-31 HTTP/1.1,200,1586
155.9.12.193,15/Aug/2023:10:28:44 ,DELETE /produtos/item-65 HTTP/1.1,404,6063
164.36.201.141,07/Jun/2023:19:57:05 ,GET /checkout/item-34 HTTP/1.1,201,10641
46.11.190.13,21/Oct/2023:18:03:43 ,POST /busca/item-15 HTTP/1.1,302,11817
207.136.162.58,11/Mar/2023:02:40:54 ,POST /produtos/item-59 HTTP/1.1,500,14471
67.87.41.212,06/Jun/2023:18:03:41 ,PUT /checkout/item-38 HTTP/1.1,302,11996
89.75.135.255,23/Aug/2023:08:51:39 ,PUT /produtos/item-34 HTTP/1.1,404,1558
110.59.15.28,27/Sep/2023:20:59:31 ,PUT /produtos/item-64 HTTP/1.1,200,14985
49.59.238.108,25/Feb/2023:06:25:06 ,GET /login/item-1 HTTP/1.1,200,12885
157.168.67.201,13/Mar/2023:22:58:35 ,DELETE /produtos/item-70 HTTP/1.1,500,3364
145.34.132.193,15/Sep/2023:14:21:08 ,GET /busca/item-39 HTTP/1.1,302,1660
39.162.106.100,27/Jan/2023:15:20:55 ,DELETE /perfil/item-93 HTTP/1.1,201,11763
139.186.24.66,07/Sep/2023:18:53:40 ,PUT /carrinho/item-18 HTTP/1.1,201,7722
41.82.177.181,24/Oct/2023:01:05:22 ,DELETE /carrinho/item-94 HTTP/1.1,200,4412
135.251.116.235,17/Aug/2023:11:32:29 ,PUT /checkout/item-63 HTTP/1.1,302,6947
144.172.107.225,06/Apr/2023:23:52:47 ,DELETE /checkout/item-15 HTTP/1.1,302,12619
8.44.33.103,21/Sep/2023:16:18:18 ,DELETE /carrinho/item-2 HTTP/1.1,201,10948
180.147.60.114,01/Apr/2023:17:31:45 ,PUT /busca/item-99 HTTP/1.1,404,12105
34.27.78.42,16/Oct/2023:11:35:16 ,GET /perfil/item-32 HTTP/1.1,302,13853
64.214.139.145,27/Sep/2023:07:46:47 ,PUT /checkout/item-20 HTTP/1.1,302,5816
214.16.186.228,19/Feb/2023:04:49:03 ,PUT /checkout/item-65 HTTP/1.1,302,1883
149.9.129.226,06/Jun/2023:20:41:13 ,GET /checkout/item-67 HTTP/1.1,302,6727
155.231.224.37,01/Mar/2023:10:03:19 ,GET /login/item-73 HTTP/1.1,201,4044
92.190.139.42,03/Feb/2023:13:20:02 ,GET /produtos/item-92 HTTP/1.1,201,6097
134.149.243.29,04/Sep/2023:22:54:12 ,GET /carrinho/item-87 HTTP/1.1,302,4422
69.238.181.32,21/Oct/2023:08:12:22 ,DELETE /checkout/item-61 HTTP/1.1,200,3550
123.91.14.116,16/Sep/2023:22:54:51 ,GET /carrinho/item-98 HTTP/1.1,302,10235
146.64.68.121,09/Jul/2023:00:00:05 ,PUT /produtos/item-90 HTTP/1.1,500,12217
132.52.70.132,27/Jan/2023:06:05:38 ,GET /produtos/item-44 HTTP/1.1,201,4002
98.241.208.116,26/Jul/2023:02:27:22 ,GET /login/item-78 HTTP/1.1,200,2306
166.125.172.237,10/Apr/2023:22:39:20 ,GET /login/item-74 HTTP/1.1,404,556
61.22.248.241,14/Feb/2023:09:33:24 ,GET /busca/item-33 HTTP/1.1,201,6813
103.157.152.229,21/Feb/2023:18:32:31 ,DELETE /produtos/item-1 HTTP/1.1,404,12573
52.39.195.41,19/Oct/2023:20:40:27 ,POST /busca/item-97 HTTP/1.1,201,8742
